10;knn_basic;0.9480381760339343;0.17191087168594085;0.2910455070529381
1;knn_withmeans;0.8366914103923648;0.03109348184727997;0.059958751099404184
2;knn_withmeans;0.8366914103923648;0.05761457829920371;0.10780565798703919
3;knn_withmeans;0.8366914103923648;0.08134669411662672;0.1482772444779934
4;knn_withmeans;0.8366914103923648;0.10296081874633335;0.1833581190585492
5;knn_withmeans;0.8366914103923648;0.12261433277980756;0.2138845925984276
6;knn_withmeans;0.8366914103923648;0.14065124786452124;0.2408197165139614
7;knn_withmeans;0.8366914103923648;0.1568034798650154;0.26411031603534896
8;knn_withmeans;0.8366914103923648;0.1715865321524759;0.284772623764117
9;knn_withmeans;0.8366914103923648;0.18525607270675268;0.3033466343822482
10;knn_withmeans;0.8366914103923648;0.1973787505177124;0.31940793070908174
1;knn_withzscore;0.8398727465535525;0.03150990004703633;0.060740953241091154
2;knn_withzscore;0.8398727465535525;0.05838549381349369;0.10918104136286498
3;knn_withzscore;0.8398727465535525;0.08220859286859529;0.14975849468143246
4;knn_withzscore;0.8398727465535525;0.10316653912307922;0.1837606680480038
5;knn_withzscore;0.8398727465535525;0.12266015785850704;0.2140579780724344
6;knn_withzscore;0.8398727465535525;0.14047327561157535;0.2406898648799651
7;knn_withzscore;0.8398727465535525;0.15657817300437316;0.26394825400906363
8;knn_withzscore;0.8398727465535525;0.17121535228860776;0.2844442701747504
9;knn_withzscore;0.8398727465535525;0.1845032292310225;0.3025436705767615
10;knn_withzscore;0.8398727465535525;0.1966953119847637;0.3187422775573494
1;knn_baseline;0.9236479321314952;0.035708507917915445;0.0687587806179422
2;knn_baseline;0.9236479321314952;0.06562413102143094;0.12254180659400886
3;knn_baseline;0.9236479321314952;0.09065166958448945;0.16509959584786793
4;knn_baseline;0.9236479321314952;0.11265268659149122;0.20081319867879435
5;knn_baseline;0.9236479321314952;0.13137056191565818;0.23002468400506923
6;knn_baseline;0.9236479321314952;0.1473655350413946;0.25417770341904233
7;knn_baseline;0.9236479321314952;0.16141958010861548;0.2748121378457864
8;knn_baseline;0.9236479321314952;0.17390499376069077;0.29270021351149167
9;knn_baseline;0.9236479321314952;0.18494109426914898;0.3081763488900004
10;knn_baseline;0.9236479321314952;0.19433588906249763;0.32111008883797626
1;knn_baseline;0.8822905620360552;0.03389365877544428;0.06527956839064056
2;knn_baseline;0.8822905620360552;0.06320017692832632;0.1179512761467075
3;knn_baseline;0.8822905620360552;0.08920321752639541;0.162025035224075
4;knn_baseline;0.8822905620360552;0.11210089869420094;0.19892681870180115
5;knn_baseline;0.8822905620360552;0.13140712683666594;0.22874525426055775
6;knn_baseline;0.8822905620360552;0.14810185759622174;0.25362933322779485
7;knn_baseline;0.8822905620360552;0.16247465237426142;0.27441543876594116
8;knn_baseline;0.8822905620360552;0.17548074076380948;0.2927381391141756
9;knn_baseline;0.8822905620360552;0.18712909356911997;0.30876977484571577
10;knn_baseline;0.8822905620360552;0.1973388352780299;0.32253696003859644
1;knn_basic;0.9554612937433722;0.036293208721708055;0.06993012095866415
2;knn_basic;0.9554612937433722;0.06563694691458984;0.12283551125495719
3;knn_basic;0.9554612937433722;0.08895054863467453;0.1627496028466238
4;knn_basic;0.9554612937433722;0.10782921541657546;0.19378832177604996
5;knn_basic;0.9554612937433722;0.12326913967462762;0.21836575296937732
6;knn_basic;0.9554612937433722;0.1362819408135591;0.23853982394757065
7;knn_basic;0.9554612937433722;0.14777315020206552;0.25595924066268916
8;knn_basic;0.9554612937433722;0.15742847777377939;0.27031754787489626
9;knn_basic;0.9554612937433722;0.16613588672367868;0.28305422308588185
10;knn_basic;0.9554612937433722;0.1738751325320121;0.2942098655699009
1;knn_withmeans;0.8685047720042418;0.03326024459496304;0.06406698112484566
2;knn_withmeans;0.8685047720042418;0.0615856291282412;0.11501551401806612
3;knn_withmeans;0.8685047720042418;0.08605667074876382;0.15659679065297946
4;knn_withmeans;0.8685047720042418;0.10754786972221518;0.19139508276401304
5;knn_withmeans;0.8685047720042418;0.12703873225101;0.22165529626334118
6;knn_withmeans;0.8685047720042418;0.14431258190236737;0.24750003652487998
7;knn_withmeans;0.8685047720042418;0.16046754069759325;0.27088547111962746
8;knn_withmeans;0.8685047720042418;0.17473250929270723;0.2909328891243787
9;knn_withmeans;0.8685047720042418;0.18756699922317535;0.3085071267580805
10;knn_withmeans;0.8685047720042418;0.1992925615802951;0.3241936186081183
1;knn_withzscore;0.8642629904559915;0.03345376007196477;0.0644141856655556
2;knn_withzscore;0.8642629904559915;0.06136188585040487;0.11458811949115208
3;knn_withzscore;0.8642629904559915;0.08540519989475248;0.1554491436304065
4;knn_withzscore;0.8642629904559915;0.10658718762110157;0.1897704992961171
5;knn_withzscore;0.8642629904559915;0.12497291890234902;0.21836948617568422
6;knn_withzscore;0.8642629904559915;0.14219867380683512;0.24421605993942389
7;knn_withzscore;0.8642629904559915;0.1576697363169629;0.26668706118065455
8;knn_withzscore;0.8642629904559915;0.17191240470712185;0.2867806544764922
9;knn_withzscore;0.8642629904559915;0.18475021757518628;0.30442471897680806
10;knn_withzscore;0.8642629904559915;0.19614732892267797;0.31973071926346
1;knn_baseline;0.9289501590668081;0.036426112649729364;0.07010332474815041
2;knn_baseline;0.9289501590668081;0.06749220236599608;0.1258414827597417
3;knn_baseline;0.9289501590668081;0.09302946089486737;0.1691222228079797
4;knn_baseline;0.9289501590668081;0.1140858767863501;0.20321463448052218
5;knn_baseline;0.9289501590668081;0.13241349727557525;0.2317877357523873
6;knn_baseline;0.9289501590668081;0.14777844880560764;0.25499241409750284
7;knn_baseline;0.9289501590668081;0.1616543326377872;0.2753863919687327
8;knn_baseline;0.9289501590668081;0.17362734037432112;0.29257108101848106
9;knn_baseline;0.9289501590668081;0.18381788819233544;0.3069061102108163
10;knn_baseline;0.9289501590668081;0.19293890477133804;0.31951577398274317
1;knn_baseline;0.8928950159066809;0.034612168423219604;0.06664106369622023
2;knn_baseline;0.8928950159066809;0.06437829760834023;0.12009748993413674
3;knn_baseline;0.8928950159066809;0.08933374576651984;0.16241767592168943
4;knn_baseline;0.8928950159066809;0.11058766646210737;0.1968009571857806
5;knn_baseline;0.8928950159066809;0.12894678683325597;0.22534983981252935
6;knn_baseline;0.8928950159066809;0.14490874752418906;0.2493502201184623
7;knn_baseline;0.8928950159066809;0.15860591976041927;0.2693643542171968
8;knn_baseline;0.8928950159066809;0.17062990760161403;0.2865087421919931
9;knn_baseline;0.8928950159066809;0.18121035710447073;0.30127737697774615
10;knn_baseline;0.8928950159066809;0.1901353313453986;0.31351086354472557
1;knn_baseline;0.968186638388123;0.03840145362418975;0.07387286733999411
2;knn_baseline;0.968186638388123;0.07512249279961754;0.13942673671071257
3;knn_baseline;0.968186638388123;0.11027134974134024;0.1979924087757285
4;knn_baseline;0.968186638388123;0.14364472356673072;0.2501726552986215
5;knn_baseline;0.968186638388123;0.1745048862409582;0.29571112684462686
6;knn_baseline;0.968186638388123;0.202918924987645;0.33551781836439154
7;knn_baseline;0.968186638388123;0.22869176869548646;0.3699896555070024
8;knn_baseline;0.968186638388123;0.25250344891739307;0.400544688502171
9;knn_baseline;0.968186638388123;0.2737954231079291;0.42687423357082405
10;knn_baseline;0.968186638388123;0.29338057524285627;0.4503083939463274
1;Non-negative Matrix Factorization;0.9703075291622482;0.03859361275797829;0.07423457359829118
2;Non-negative Matrix Factorization;0.9703075291622482;0.07582180012082997;0.14065271180628283
3;Non-negative Matrix Factorization;0.9703075291622482;0.11167051039713496;0.2002900854953706
4;Non-negative Matrix Factorization;0.9703075291622482;0.1449937914969995;0.2522879960155694
5;Non-negative Matrix Factorization;0.9703075291622482;0.17566364084407066;0.29747302161207934
6;Non-negative Matrix Factorization;0.9703075291622482;0.20427081489707946;0.33749219144931353
7;Non-negative Matrix Factorization;0.9703075291622482;0.22987168913318873;0.37168820673958974
8;Non-negative Matrix Factorization;0.9703075291622482;0.25308713509084313;0.401460558703148
9;Non-negative Matrix Factorization;0.9703075291622482;0.2746015715047303;0.4280601245634269
10;Non-negative Matrix Factorization;0.9703075291622482;0.2934249731662129;0.45058975721969113
1;SVD;0.8748674443266172;0.03302348119218506;0.06364458060171838
2;SVD;0.8748674443266172;0.06011674348341716;0.11250282607615997
3;SVD;0.8748674443266172;0.08330974035160923;0.15213257170885894
4;SVD;0.8748674443266172;0.10264383697892475;0.18373138612517148
5;SVD;0.8748674443266172;0.11842886730108838;0.20861762851090274
6;SVD;0.8748674443266172;0.13161955779916384;0.22881500886141332
7;SVD;0.8748674443266172;0.14364447586883416;0.24677153600890106
8;SVD;0.8748674443266172;0.15422065306075616;0.2622178391688414
9;SVD;0.8748674443266172;0.16326080653933037;0.2751713277364801
10;SVD;0.8748674443266172;0.17138339903707356;0.2866191358728549
1;SVDpp;0.9989395546129375;0.040274412433229906;0.0774271803384281
2;SVDpp;0.9989395546129375;0.08045439140741453;0.14891518377603027
3;SVDpp;0.9989395546129375;0.1206343703815986;0.21527197361370198
4;SVDpp;0.9989395546129375;0.1608143493557838;0.27703086658489673
5;SVDpp;0.9989395546129375;0.20080152007777446;0.33438645264988315
6;SVDpp;0.9989395546129375;0.2395649704880283;0.38645143408040966
7;SVDpp;0.9989395546129375;0.2773000219377518;0.4340971170277033
8;SVDpp;0.9989395546129375;0.31322606879480286;0.47691221911826215
9;SVDpp;0.9989395546129375;0.34734307280357185;0.515456008089664
10;SVDpp;0.9989395546129375;0.37949079594592533;0.550029047935917
